id,person,recipe_id,recipe_name,Nutri_score,fsa_score,healthiness,llm_explanation,created,session_id
17,32,5989,Sweet and Sour Drumettes,C,10,unhealthy,"These Sweet and Sour Drumettes are high in fat and calories with a FSA score of 10, making them an unhealthy choice for those with normal BMI and no weight reduction goals. With 487 calories, 7.842222952g fat, and 23.0g protein per serving, it is best to indulge in moderation and pair with healthier sides for a balanced meal. Opt for lighter alternatives for a better nutritional profile that aligns with a healthy lifestyle.",2024-12-10 15:52:27.750821+00:00,dars165126_32nuyne
16,16,1005,Michelle's Blonde Chicken Chili,A,4,healthy,"Michelle's Blonde Chicken Chili is a wholesome dish made with lean chicken, beans, and vegetables, boasting a low FSA score of 4 out of 6, making it a nutritious choice for those with higher BMI. With only 412 calories, 0.973739897g of fat, and 47.2g of protein per serving, this chili is a satisfying and guilt-free meal option for those with erratic eating habits and limited physical activity. Enjoy this flavorful and filling dish to fuel your body and support your health goals despite your busy lifestyle.",2024-12-10 15:52:08.536829+00:00,dars164954_16xmofb
15,11,5440,Sweet and Gooey Chicken Wings,D,11,unhealthy,"These Sweet and Gooey Chicken Wings are high in calories, fat, and protein with a FSA score of 11 out of 12, making them unhealthy for individuals with higher BMI or weight gain goals. The recipe may not be suitable for those with limited sleep, high sedentary lifestyle, and lack of physical activity. It is recommended to opt for a lighter and more balanced meal choice.",2024-12-10 15:51:57.766276+00:00,dars164921_11yktzz
14,15,446,Brazilian Black Bean Stew,A,6,healthy,"This Brazilian Black Bean Stew is a nutritious and delicious meal made with black beans, tomatoes, and a blend of flavorful spices. With a high protein content of 22.8g and low fat content of 2.363315048g, it makes for a healthy and filling dinner option. With an FSA score of 6 out of 6 - indicating it is a top choice for health-conscious individuals, this stew is perfect for those looking for a nutritious meal without sacrificing flavor.",2024-12-10 15:51:46.285055+00:00,dars164951_15cfoth
13,22,936,Pork Chop and Cabbage Casserole,A,4,healthy,"This Pork Chop and Cabbage Casserole is a healthy dish with a low FSA score of 4, containing only 370 calories, 1.307668372g of fat, and 21.5g of protein. It is perfect for individuals with a normal BMI who are looking to maintain their weight while enjoying a nutritious and satisfying meal. With enough sleep and moderate physical activity, this recipe is a great option for those seeking a wholesome and balanced dinner option.",2024-12-10 15:51:40.373083+00:00,dars165039_22pgqqp
12,12,5989,Sweet and Sour Drumettes,C,10,unhealthy,"While Sweet and Sour Drumettes may be tasty, they are high in calories with 487 per serving and contain 7.84g of fat, making them less than ideal for those with normal BMI. Additionally, the FSA score of 10 out of 12 is considered unhealthy, making this dish a less nutritious option for those not actively seeking to indulge in a higher calorie meal.",2024-12-10 15:51:16.765251+00:00,dars164927_12vqpki
11,9,2955,Chicken Pasta I,A,5,healthy,"Chicken Pasta I is a healthy dish made with lean chicken breast, whole wheat pasta, and a flavorful tomato sauce. With a FSA score of 5 out of 6, it's a nutritious option for those looking to maintain a healthy weight. With only 185 calories, 1.307047163g fat, and 15.7g protein, it's a satisfying meal that won't derail your health goals.",2024-12-10 15:50:55.379388+00:00,dars164906_9vhtel
10,14,2955,Chicken Pasta I,A,5,healthy,"Chicken Pasta I is a nutritious dish made with lean chicken breast, whole grain pasta, and a variety of fresh vegetables. With a FSA score of 5 and only 185 calories per serving, it is a healthy option for individuals with higher BMI. Packed with 15.7g of protein and low in fat, this recipe is perfect for those who do not have eating goals but strive to maintain a balanced diet while having enough sleep and engaging in medium activity levels.",2024-12-10 15:50:46.293917+00:00,dars164934_14zfank
9,10,561,Moroccan Tagine,A,6,healthy,"Moroccan Tagine is a nutritious and delicious dish made with lean protein, vegetables, and aromatic spices. With a perfect FSA score of 6, this dish is low in fat, high in protein, and only contains 265 calories per serving. It is a healthy and satisfying meal option for individuals with lower BMI who prioritize their health and well-being.",2024-12-10 15:50:21.879491+00:00,dars164919_10kxxia
8,8,1005,Michelle's Blonde Chicken Chili,A,4,healthy,"Michelle's Blonde Chicken Chili is a flavorful and healthy dish with a FSA score of 4, making it a nutritious choice for those looking to maintain a healthy lifestyle. With only 412 calories, 0.973739897g fat, and 47.2g of protein, this chili is a satisfying option for individuals with higher BMI who are not actively trying to lose weight and may have limited time for sleep and exercise. Its simple preparation makes it ideal for those with busy schedules.",2024-12-10 15:33:54.834692+00:00,dars163119_8ehjth
7,7,936,Pork Chop and Cabbage Casserole,A,4,healthy,"A nutritious Pork Chop and Cabbage Casserole is a healthy and satisfying choice, with a FSA score of 4 out of 6. With only 370 calories, 1.307668372g of fat, and 21.5g of protein per serving, this dish is perfect for maintaining a balanced diet. Ideal for individuals with normal BMI, no specific eating goals, adequate sleep, and moderate physical activity levels.",2024-12-10 15:32:38.060162+00:00,dars162953_7xfvdi
6,6,2803,Divine Spaghetti Sauce,A,6,healthy,"Divine Spaghetti Sauce is a healthy and delicious option for those looking to enjoy a flavorful meal. With a perfect FSA score of 6, this sauce is low in fat with only 2.879594958g per serving and high in protein with 26.3g. Indulge in this nutritious dish without worrying about jeopardizing your diet or fitness goals.",2024-12-10 15:28:37.811765+00:00,dars162653_6wvogg
5,5,1005,Michelle's Blonde Chicken Chili,A,4,healthy,"Michelle's Blonde Chicken Chili is a hearty and nutritious dish made with lean chicken breast, white beans, and flavorful spices. With a low FSA score of 4, it is a healthy option for individuals looking to maintain a balanced diet without sacrificing taste. Packing a protein punch with 47.2g per serving and only 0.973739897g of fat, this chili is a satisfying choice for those with higher BMI looking to fuel their body for medium activity levels.",2024-12-10 15:25:20.485975+00:00,dars162340_5demnb
4,4,2871,Slow Cooker Vegetable Beef Soup,A,6,healthy,"This Slow Cooker Vegetable Beef Soup is a nutritious dish packed with wholesome ingredients like lean beef, vegetables, and broth, resulting in a FSA score of 6 for optimal health. With only 264 calories, 1.514458042g fat, and 18.0g protein per serving, it is a satisfying and low-calorie option for those looking to maintain their weight. Easy to prepare in a slow cooker, it is perfect for individuals with higher BMI, moderate activity levels, and busy schedules.",2024-12-10 15:24:53.811039+00:00,dars162318_4deqbb
